 num     #instances         #bytes  class name (module)
1175:             1             16  com.google.common.base.Equivalence$Identity
1176:             1             16  com.google.common.base.Joiner
1177:             1             16  com.google.common.base.Platform$JdkPatternCompiler
1178:             1             16  com.google.common.base.Suppliers$SupplierOfInstance
1179:             1             16  com.google.common.base.Ticker$1
1180:             1             16  com.google.common.cache.CacheBuilder$1
1181:             1             16  com.google.common.cache.CacheBuilder$2
1182:             1             16  com.google.common.cache.CacheBuilder$3
1183:             1             16  com.google.common.cache.LocalCache$1
1184:             1             16  com.google.common.cache.LocalCache$2
1185:             1             16  com.google.common.collect.AbstractMapBasedMultimap$AsMap$AsMapEntries
1186:             1             16  com.google.common.collect.AbstractMultimap$Values
1187:             1             16  com.google.common.collect.CompactHashMap$EntrySetView
1188:             1             16  com.google.common.collect.ComparisonChain$1
1189:             1             16  com.google.common.collect.Maps$Values
1190:             1             16  com.google.common.util.concurrent.AbstractFuture$UnsafeAtomicHelper
1191:             1             16  com.google.inject.Scopes$1
1192:             1             16  com.google.inject.Scopes$2
1193:             1             16  com.google.inject.internal.$Proxy1
1194:             1             16  com.google.inject.internal.Annotations$1
1195:             1             16  com.google.inject.internal.Annotations$3
1196:             1             16  com.google.inject.internal.BytecodeGen$1
1197:             1             16  com.google.inject.internal.InjectorImpl$ProviderBindingImpl$1
1198:             1             16  com.google.inject.internal.Messages$1
1199:             1             16  com.google.inject.internal.Messages$2
1200:             1             16  com.google.inject.internal.Messages$3
1201:             1             16  com.google.inject.internal.MoreTypes$GenericArrayTypeImpl
1202:             1             16  com.google.inject.internal.ProvidesMethodScanner
1203:             1             16  com.google.inject.internal.Scoping$1
1204:             1             16  com.google.inject.internal.Scoping$2
1205:             1             16  com.google.inject.internal.Scoping$3
1206:             1             16  com.google.inject.internal.Scoping$4
1207:             1             16  com.google.inject.internal.Scoping$5
1208:             1             16  com.google.inject.internal.SingletonScope
1209:             1             16  com.google.inject.internal.State$1
1210:             1             16  com.google.inject.matcher.Matchers$Any
1211:             1             16  com.google.inject.spi.Elements$1
1212:             1             16  com.google.inject.spi.InjectionPoint$1
1213:             1             16  com.google.inject.spi.InjectionPoint$2
1214:             1             16  com.google.inject.spi.InjectionPoint$3
1215:             1             16  com.google.inject.util.Modules$EmptyModule
1216:             1             16  java.io.DeleteOnExitHook$1 (java.base@16.0.2)
1217:             1             16  java.io.FileDescriptor$1 (java.base@16.0.2)
1218:             1             16  java.io.FilePermission$1 (java.base@16.0.2)
1219:             1             16  java.io.RandomAccessFile$2 (java.base@16.0.2)
1220:             1             16  java.lang.ApplicationShutdownHooks$1 (java.base@16.0.2)
1221:             1             16  java.lang.CharacterData00 (java.base@16.0.2)
1222:             1             16  java.lang.CharacterDataLatin1 (java.base@16.0.2)
1223:             1             16  java.lang.Class$$Lambda$39/0x0000000800c74858 (java.base@16.0.2)
1224:             1             16  java.lang.InheritableThreadLocal (java.base@16.0.2)
1225:             1             16  java.lang.Module$$Lambda$32/0x0000000800c5eb18 (java.base@16.0.2)
1226:             1             16  java.lang.ProcessEnvironment$StringEntrySet (java.base@16.0.2)
1227:             1             16  java.lang.ProcessEnvironment$StringKeySet (java.base@16.0.2)
1228:             1             16  java.lang.ProcessHandleImpl$$Lambda$51/0x0000000800dcadc8 (java.base@16.0.2)
1229:             1             16  java.lang.Runtime (java.base@16.0.2)
1230:             1             16  java.lang.String$CaseInsensitiveComparator (java.base@16.0.2)
1231:             1             16  java.lang.StringCoding$1 (java.base@16.0.2)
1232:             1             16  java.lang.System$2 (java.base@16.0.2)
1233:             1             16  java.lang.Terminator$1 (java.base@16.0.2)
1234:             1             16  java.lang.invoke.ClassSpecializer$1 (java.base@16.0.2)
1235:             1             16  java.lang.invoke.MemberName$Factory (java.base@16.0.2)
1236:             1             16  java.lang.invoke.MethodHandleImpl$1 (java.base@16.0.2)
1237:             1             16  java.lang.invoke.StringConcatFactory$1 (java.base@16.0.2)
1238:             1             16  java.lang.invoke.StringConcatFactory$2 (java.base@16.0.2)
1239:             1             16  java.lang.invoke.StringConcatFactory$3 (java.base@16.0.2)
1240:             1             16  java.lang.invoke.VarHandle$1 (java.base@16.0.2)
1241:             1             16  java.lang.module.ModuleDescriptor$1 (java.base@16.0.2)
1242:             1             16  java.lang.module.ModuleDescriptor$Builder$$Lambda$34/0x80000003b (java.base@16.0.2)
1243:             1             16  java.lang.ref.Cleaner (java.base@16.0.2)
1244:             1             16  java.lang.ref.Cleaner$1 (java.base@16.0.2)
1245:             1             16  java.lang.ref.Reference$1 (java.base@16.0.2)
1246:             1             16  java.lang.reflect.Proxy$$Lambda$29/0x0000000800c5d698 (java.base@16.0.2)
1247:             1             16  java.lang.reflect.Proxy$$Lambda$44/0x0000000800c76430 (java.base@16.0.2)
1248:             1             16  java.lang.reflect.Proxy$ProxyBuilder$$Lambda$30/0x0000000800c5e1c0 (java.base@16.0.2)
1249:             1             16  java.lang.reflect.ProxyGenerator$$Lambda$35/0x0000000800c5f6e0 (java.base@16.0.2)
1250:             1             16  java.lang.reflect.ProxyGenerator$$Lambda$36/0x0000000800c5f920 (java.base@16.0.2)
1251:             1             16  java.lang.reflect.ReflectAccess (java.base@16.0.2)
1252:             1             16  java.net.InetAddress$1 (java.base@16.0.2)
1253:             1             16  java.net.InetAddress$PlatformNameService (java.base@16.0.2)
1254:             1             16  java.net.SocketImpl$$Lambda$48/0x0000000800c7f820 (java.base@16.0.2)
1255:             1             16  java.net.URI$1 (java.base@16.0.2)
1256:             1             16  java.net.URL$3 (java.base@16.0.2)
1257:             1             16  java.net.URL$DefaultFactory (java.base@16.0.2)
1258:             1             16  java.nio.Bits$1 (java.base@16.0.2)
1259:             1             16  java.nio.Buffer$1 (java.base@16.0.2)
1260:             1             16  java.security.AllPermission (java.base@16.0.2)
1261:             1             16  java.security.ProtectionDomain$JavaSecurityAccessImpl (java.base@16.0.2)
1262:             1             16  java.text.DecimalFormatSymbols$$Lambda$59/0x80000005f (java.base@16.0.2)
1263:             1             16  java.text.DontCareFieldPosition$1 (java.base@16.0.2)
1264:             1             16  java.time.chrono.IsoChronology (java.base@16.0.2)
1265:             1             16  java.time.format.DateTimeFormatter$$Lambda$50/0x800000056 (java.base@16.0.2)
1266:             1             16  java.time.format.DateTimeFormatter$$Lambda$51/0x800000057 (java.base@16.0.2)
1267:             1             16  java.time.format.DateTimeFormatterBuilder$$Lambda$49/0x800000055 (java.base@16.0.2)
1268:             1             16  java.time.format.DateTimeFormatterBuilder$InstantPrinterParser (java.base@16.0.2)
1269:             1             16  java.time.format.DateTimeTextProvider (java.base@16.0.2)
1270:             1             16  java.time.format.DateTimeTextProvider$1 (java.base@16.0.2)
1271:             1             16  java.util.Collections$EmptyEnumeration (java.base@16.0.2)
1272:             1             16  java.util.Collections$EmptyIterator (java.base@16.0.2)
1273:             1             16  java.util.Collections$EmptyList (java.base@16.0.2)
1274:             1             16  java.util.Collections$EmptySet (java.base@16.0.2)
1275:             1             16  java.util.EnumMap$1 (java.base@16.0.2)
1276:             1             16  java.util.IdentityHashMap$Values (java.base@16.0.2)
1277:             1             16  java.util.Locale$Builder (java.base@16.0.2)
1278:             1             16  java.util.ResourceBundle$1 (java.base@16.0.2)
1279:             1             16  java.util.ResourceBundle$Control (java.base@16.0.2)
1280:             1             16  java.util.Spliterators$EmptySpliterator$OfDouble (java.base@16.0.2)
1281:             1             16  java.util.Spliterators$EmptySpliterator$OfInt (java.base@16.0.2)
1282:             1             16  java.util.Spliterators$EmptySpliterator$OfLong (java.base@16.0.2)
1283:             1             16  java.util.Spliterators$EmptySpliterator$OfRef (java.base@16.0.2)
1284:             1             16  java.util.concurrent.ConcurrentSkipListMap$KeySet (java.base@16.0.2)
1285:             1             16  java.util.concurrent.ConcurrentSkipListSet (java.base@16.0.2)
1286:             1             16  java.util.concurrent.SynchronousQueue$TransferStack (java.base@16.0.2)
1287:             1             16  java.util.concurrent.ThreadPoolExecutor$AbortPolicy (java.base@16.0.2)
1288:             1             16  java.util.concurrent.atomic.AtomicReference (java.base@16.0.2)
1289:             1             16  java.util.jar.JavaUtilJarAccessImpl (java.base@16.0.2)
1290:             1             16  java.util.logging.Level$$Lambda$41/0x80000004d (java.logging@16.0.2)
1291:             1             16  java.util.logging.Level$KnownLevel$$Lambda$39/0x80000004b (java.logging@16.0.2)
1292:             1             16  java.util.logging.Level$KnownLevel$$Lambda$40/0x80000004c (java.logging@16.0.2)
1293:             1             16  java.util.logging.Level$KnownLevel$$Lambda$42/0x80000004e (java.logging@16.0.2)
1294:             1             16  java.util.logging.LogManager$LoggingProviderAccess (java.logging@16.0.2)
1295:             1             16  java.util.logging.LogManager$VisitedLoggers (java.logging@16.0.2)
1296:             1             16  java.util.regex.CharPredicates$$Lambda$20/0x80000002a (java.base@16.0.2)
1297:             1             16  java.util.regex.CharPredicates$$Lambda$48/0x800000054 (java.base@16.0.2)
1298:             1             16  java.util.regex.Pattern$$Lambda$14/0x0000000800c53450 (java.base@16.0.2)
1299:             1             16  java.util.regex.Pattern$$Lambda$45/0x0000000800c7c408 (java.base@16.0.2)
1300:             1             16  java.util.regex.Pattern$LastNode (java.base@16.0.2)
1301:             1             16  java.util.regex.Pattern$Node (java.base@16.0.2)
1302:             1             16  java.util.stream.Collectors$$Lambda$45/0x800000051 (java.base@16.0.2)
1303:             1             16  java.util.stream.Collectors$$Lambda$46/0x800000052 (java.base@16.0.2)
1304:             1             16  java.util.stream.Collectors$$Lambda$47/0x800000053 (java.base@16.0.2)
1305:             1             16  java.util.stream.FindOps$FindSink$OfInt$$Lambda$60/0x800000060 (java.base@16.0.2)
1306:             1             16  java.util.stream.FindOps$FindSink$OfInt$$Lambda$61/0x800000061 (java.base@16.0.2)
1307:             1             16  java.util.stream.FindOps$FindSink$OfInt$$Lambda$62/0x800000062 (java.base@16.0.2)
1308:             1             16  java.util.stream.FindOps$FindSink$OfInt$$Lambda$63/0x800000063 (java.base@16.0.2)
1309:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda$11/0x80000001b (java.base@16.0.2)
1310:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda$12/0x80000001c (java.base@16.0.2)
1311:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda$13/0x80000001d (java.base@16.0.2)
1312:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda$14/0x80000001e (java.base@16.0.2)
1313:             1             16  java.util.zip.ZipFile$1 (java.base@16.0.2)
1314:             1             16  javax.net.DefaultSocketFactory (java.base@16.0.2)
1315:             1             16  jdk.internal.icu.impl.Norm2AllModes$DecomposeNormalizer2 (java.base@16.0.2)
1316:             1             16  jdk.internal.icu.impl.Norm2AllModes$NoopNormalizer2 (java.base@16.0.2)
1317:             1             16  jdk.internal.icu.impl.NormalizerImpl$IsAcceptable (java.base@16.0.2)
1318:             1             16  jdk.internal.icu.text.NormalizerBase$ModeImpl (java.base@16.0.2)
1319:             1             16  jdk.internal.icu.text.NormalizerBase$NFCMode (java.base@16.0.2)
1320:             1             16  jdk.internal.icu.text.NormalizerBase$NFDMode (java.base@16.0.2)
1321:             1             16  jdk.internal.icu.text.NormalizerBase$NFKCMode (java.base@16.0.2)
1322:             1             16  jdk.internal.icu.text.NormalizerBase$NFKDMode (java.base@16.0.2)
1323:             1             16  jdk.internal.icu.text.NormalizerBase$NONEMode (java.base@16.0.2)
1324:             1             16  jdk.internal.icu.util.CodePointTrie$Data16 (java.base@16.0.2)
1325:             1             16  jdk.internal.icu.util.VersionInfo (java.base@16.0.2)
1326:             1             16  jdk.internal.jimage.ImageReaderFactory$1 (java.base@16.0.2)
1327:             1             16  jdk.internal.jimage.ImageStringsReader (java.base@16.0.2)
1328:             1             16  jdk.internal.jimage.decompressor.Decompressor (java.base@16.0.2)
1329:             1             16  jdk.internal.math.FloatingDecimal$1 (java.base@16.0.2)
1330:             1             16  jdk.internal.misc.ScopedMemoryAccess (java.base@16.0.2)
1331:             1             16  jdk.internal.misc.TerminatingThreadLocal$1 (java.base@16.0.2)
1332:             1             16  jdk.internal.misc.Unsafe (java.base@16.0.2)
1333:             1             16  jdk.internal.module.ArchivedBootLayer (java.base@16.0.2)
1334:             1             16  jdk.internal.module.ModuleLoaderMap$Mapper (java.base@16.0.2)
1335:             1             16  jdk.internal.module.ModulePatcher (java.base@16.0.2)
1336:             1             16  jdk.internal.module.ModuleTarget (java.base@16.0.2)
1337:             1             16  jdk.internal.perf.Perf (java.base@16.0.2)
1338:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor1
1339:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor10
1340:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor11
1341:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor12
1342:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor13
1343:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor14
1344:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor15
1345:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor16
1346:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor2
1347:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor3 (java.base@16.0.2)
1348:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor4
1349:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor5
1350:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor6 (java.base@16.0.2)
1351:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor7
1352:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor8
1353:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor9
1354:             1             16  jdk.internal.reflect.GeneratedMethodAccessor1
1355:             1             16  jdk.internal.reflect.GeneratedMethodAccessor2
1356:             1             16  jdk.internal.reflect.GeneratedMethodAccessor3
1357:             1             16  jdk.internal.reflect.GeneratedMethodAccessor4
1358:             1             16  jdk.internal.reflect.ReflectionFactory (java.base@16.0.2)
1359:             1             16  jdk.internal.util.Preconditions$1 (java.base@16.0.2)
1360:             1             16  jdk.net.MacOSXSocketOptions (jdk.net@16.0.2)
1361:             1             16  jdk.proxy1.$Proxy13 (jdk.proxy1)
1362:             1             16  jdk.proxy2.$Proxy10 (jdk.proxy2)
1363:             1             16  jdk.proxy2.$Proxy11 (jdk.proxy2)
1364:             1             16  jdk.proxy2.$Proxy12 (jdk.proxy2)
1365:             1             16  jdk.proxy2.$Proxy18 (jdk.proxy2)
1366:             1             16  jdk.proxy2.$Proxy20 (jdk.proxy2)
1367:             1             16  jdk.proxy2.$Proxy24 (jdk.proxy2)
1368:             1             16  jdk.proxy2.$Proxy6 (jdk.proxy2)
1369:             1             16  jdk.proxy2.$Proxy9 (jdk.proxy2)
1370:             1             16  org.apache.maven.RepositoryUtils$MavenArtifactTypeRegistry
1371:             1             16  org.apache.maven.artifact.factory.DefaultArtifactFactory
1372:             1             16  org.apache.maven.artifact.repository.layout.DefaultRepositoryLayout
1373:             1             16  org.apache.maven.artifact.repository.metadata.io.DefaultMetadataReader
1374:             1             16  org.apache.maven.artifact.resolver.DefaultArtifactResolver$DaemonThreadCreator
1375:             1             16  org.apache.maven.artifact.resolver.DefaultResolutionErrorHandler
1376:             1             16  org.apache.maven.cli.CLIManager
1377:             1             16  org.apache.maven.cli.logging.Slf4jLoggerManager
1378:             1             16  org.apache.maven.execution.DefaultMavenExecutionRequestPopulator
1379:             1             16  org.apache.maven.execution.scope.internal.MojoExecutionScope
1380:             1             16  org.apache.maven.execution.scope.internal.MojoExecutionScope$1
1381:             1             16  org.apache.maven.extension.internal.CoreExportsProvider
1382:             1             16  org.apache.maven.internal.aether.LoggingRepositoryListener
1383:             1             16  org.apache.maven.lifecycle.internal.BuildListCalculator
1384:             1             16  org.apache.maven.lifecycle.internal.CompoundProjectExecutionListener
1385:             1             16  org.apache.maven.lifecycle.internal.DefaultExecutionEventCatapult
1386:             1             16  org.apache.maven.lifecycle.internal.DefaultLifecycleMappingDelegate
1387:             1             16  org.apache.maven.lifecycle.internal.DefaultMojoExecutionConfigurator
1388:             1             16  org.apache.maven.lifecycle.internal.DefaultProjectArtifactFactory
1389:             1             16  org.apache.maven.lifecycle.internal.ExecutionPlanItem
1390:             1             16  org.apache.maven.lifecycle.internal.GoalTask
1391:             1             16  org.apache.maven.lifecycle.internal.LifecycleDebugLogger
1392:             1             16  org.apache.maven.lifecycle.internal.LifecyclePluginResolver
1393:             1             16  org.apache.maven.lifecycle.internal.ProjectBuildList
1394:             1             16  org.apache.maven.lifecycle.internal.builder.singlethreaded.SingleThreadedBuilder
1395:             1             16  org.apache.maven.model.building.ModelBuildingEventCatapult$1
1396:             1             16  org.apache.maven.model.building.ModelCacheTag$1
1397:             1             16  org.apache.maven.model.building.ModelCacheTag$2
1398:             1             16  org.apache.maven.model.composition.DefaultDependencyManagementImporter
1399:             1             16  org.apache.maven.model.inheritance.DefaultInheritanceAssembler
1400:             1             16  org.apache.maven.model.inheritance.DefaultInheritanceAssembler$InheritanceModelMerger
1401:             1             16  org.apache.maven.model.io.DefaultModelReader
1402:             1             16  org.apache.maven.model.locator.DefaultModelLocator
1403:             1             16  org.apache.maven.model.management.DefaultDependencyManagementInjector
1404:             1             16  org.apache.maven.model.management.DefaultDependencyManagementInjector$ManagementModelMerger
1405:             1             16  org.apache.maven.model.management.DefaultPluginManagementInjector
1406:             1             16  org.apache.maven.model.management.DefaultPluginManagementInjector$ManagementModelMerger
1407:             1             16  org.apache.maven.model.normalization.DefaultModelNormalizer
1408:             1             16  org.apache.maven.model.normalization.DefaultModelNormalizer$DuplicateMerger
1409:             1             16  org.apache.maven.model.path.DefaultModelPathTranslator
1410:             1             16  org.apache.maven.model.path.DefaultModelUrlNormalizer
1411:             1             16  org.apache.maven.model.path.DefaultPathTranslator
1412:             1             16  org.apache.maven.model.path.DefaultUrlNormalizer
1413:             1             16  org.apache.maven.model.plugin.DefaultLifecycleBindingsInjector$LifecycleBindingsMerger
1414:             1             16  org.apache.maven.model.plugin.DefaultPluginConfigurationExpander
1415:             1             16  org.apache.maven.model.plugin.DefaultReportConfigurationExpander
1416:             1             16  org.apache.maven.model.plugin.DefaultReportingConverter
1417:             1             16  org.apache.maven.model.profile.DefaultProfileInjector
1418:             1             16  org.apache.maven.model.profile.DefaultProfileInjector$ProfileModelMerger
1419:             1             16  org.apache.maven.model.profile.DefaultProfileSelector
1420:             1             16  org.apache.maven.model.profile.activation.FileProfileActivator
1421:             1             16  org.apache.maven.model.profile.activation.JdkVersionProfileActivator
1422:             1             16  org.apache.maven.model.profile.activation.OperatingSystemProfileActivator
1423:             1             16  org.apache.maven.model.profile.activation.PropertyProfileActivator
1424:             1             16  org.apache.maven.model.validation.DefaultModelValidator
1425:             1             16  org.apache.maven.monitor.logging.DefaultLog
1426:             1             16  org.apache.maven.plugin.CompoundMojoExecutionListener
1427:             1             16  org.apache.maven.plugin.DefaultExtensionRealmCache
1428:             1             16  org.apache.maven.plugin.DefaultPluginArtifactsCache
1429:             1             16  org.apache.maven.plugin.DefaultPluginDescriptorCache
1430:             1             16  org.apache.maven.plugin.DefaultPluginRealmCache
1431:             1             16  org.apache.maven.plugin.descriptor.PluginDescriptorBuilder
1432:             1             16  org.apache.maven.plugin.internal.DefaultLegacySupport
1433:             1             16  org.apache.maven.project.DefaultProjectRealmCache
1434:             1             16  org.apache.maven.project.ReactorModelCache
1435:             1             16  org.apache.maven.project.artifact.DefaultMavenMetadataCache
1436:             1             16  org.apache.maven.project.artifact.DefaultProjectArtifactsCache
1437:             1             16  org.apache.maven.repository.DefaultMirrorSelector
1438:             1             16  org.apache.maven.repository.legacy.DefaultUpdateCheckManager
1439:             1             16  org.apache.maven.repository.legacy.resolver.conflict.NearestConflictResolver
1440:             1             16  org.apache.maven.session.scope.internal.SessionScope
1441:             1             16  org.apache.maven.session.scope.internal.SessionScope$1
1442:             1             16  org.apache.maven.session.scope.internal.SessionScope$Memento
1443:             1             16  org.apache.maven.settings.RuntimeInfo
1444:             1             16  org.apache.maven.settings.crypto.DefaultSettingsDecrypter
1445:             1             16  org.apache.maven.settings.io.DefaultSettingsReader
1446:             1             16  org.apache.maven.settings.io.DefaultSettingsWriter
1447:             1             16  org.apache.maven.settings.merge.MavenSettingsMerger
1448:             1             16  org.apache.maven.settings.validation.DefaultSettingsValidator
1449:             1             16  org.apache.maven.shared.transfer.artifact.resolve.internal.DefaultArtifactResolver
1450:             1             16  org.apache.maven.shared.transfer.dependencies.resolve.internal.DefaultDependencyResolver
1451:             1             16  org.apache.maven.toolchain.io.DefaultToolchainsReader
1452:             1             16  org.apache.maven.toolchain.io.DefaultToolchainsWriter
1453:             1             16  org.apache.maven.toolchain.merge.MavenToolchainMerger
1454:             1             16  org.codehaus.mojo.exec.ExecJavaMojo$1
1455:             1             16  org.codehaus.plexus.DefaultPlexusContainer$ContainerModule
1456:             1             16  org.codehaus.plexus.DefaultPlexusContainer$LoggerManagerProvider
1457:             1             16  org.codehaus.plexus.DefaultPlexusContainer$LoggerProvider
1458:             1             16  org.codehaus.plexus.DefaultPlexusContainer$SLF4JLoggerFactoryProvider
1459:             1             16  org.codehaus.plexus.component.configurator.BasicComponentConfigurator
1460:             1             16  org.codehaus.plexus.component.configurator.converters.basic.BooleanConverter
1461:             1             16  org.codehaus.plexus.component.configurator.converters.basic.ByteConverter
1462:             1             16  org.codehaus.plexus.component.configurator.converters.basic.CharConverter
1463:             1             16  org.codehaus.plexus.component.configurator.converters.basic.DateConverter
1464:             1             16  org.codehaus.plexus.component.configurator.converters.basic.DoubleConverter
1465:             1             16  org.codehaus.plexus.component.configurator.converters.basic.EnumConverter
1466:             1             16  org.codehaus.plexus.component.configurator.converters.basic.FileConverter
1467:             1             16  org.codehaus.plexus.component.configurator.converters.basic.FloatConverter
1468:             1             16  org.codehaus.plexus.component.configurator.converters.basic.IntConverter
1469:             1             16  org.codehaus.plexus.component.configurator.converters.basic.LongConverter
1470:             1             16  org.codehaus.plexus.component.configurator.converters.basic.ShortConverter
1471:             1             16  org.codehaus.plexus.component.configurator.converters.basic.StringBufferConverter
1472:             1             16  org.codehaus.plexus.component.configurator.converters.basic.StringBuilderConverter
1473:             1             16  org.codehaus.plexus.component.configurator.converters.basic.StringConverter
1474:             1             16  org.codehaus.plexus.component.configurator.converters.basic.UriConverter
1475:             1             16  org.codehaus.plexus.component.configurator.converters.basic.UrlConverter
1476:             1             16  org.codehaus.plexus.component.configurator.converters.composite.ArrayConverter
1477:             1             16  org.codehaus.plexus.component.configurator.converters.composite.CollectionConverter
1478:             1             16  org.codehaus.plexus.component.configurator.converters.composite.MapConverter
1479:             1             16  org.codehaus.plexus.component.configurator.converters.composite.ObjectWithFieldsConverter
1480:             1             16  org.codehaus.plexus.component.configurator.converters.composite.PlexusConfigurationConverter
1481:             1             16  org.codehaus.plexus.component.configurator.converters.composite.PropertiesConverter
1482:             1             16  org.codehaus.plexus.component.configurator.converters.special.ClassRealmConverter
1483:             1             16  org.codehaus.plexus.component.configurator.expression.DefaultExpressionEvaluator
1484:             1             16  org.codehaus.plexus.context.ContextMapAdapter
1485:             1             16  org.codehaus.plexus.context.DefaultContext
1486:             1             16  org.codehaus.plexus.interpolation.os.OperatingSystemUtils$DefaultEnvVarSource
1487:             1             16  org.codehaus.plexus.interpolation.reflection.ClassMap$CacheMiss
1488:             1             16  org.codehaus.plexus.util.introspection.ClassMap$CacheMiss
1489:             1             16  org.eclipse.aether.DefaultRepositoryCache
1490:             1             16  org.eclipse.aether.DefaultRepositorySystemSession$NullArtifactTypeRegistry
1491:             1             16  org.eclipse.aether.DefaultRepositorySystemSession$NullAuthenticationSelector
1492:             1             16  org.eclipse.aether.DefaultRepositorySystemSession$NullFileTransformerManager
1493:             1             16  org.eclipse.aether.DefaultRepositorySystemSession$NullMirrorSelector
1494:             1             16  org.eclipse.aether.DefaultRepositorySystemSession$NullProxySelector
1495:             1             16  org.eclipse.aether.DefaultSessionData
1496:             1             16  org.eclipse.aether.internal.impl.EnhancedLocalRepositoryManagerFactory
1497:             1             16  org.eclipse.aether.internal.impl.TrackingFileManager
1498:             1             16  org.eclipse.aether.util.graph.selector.ExclusionDependencySelector$ExclusionComparator
1499:             1             16  org.eclipse.aether.util.graph.selector.OptionalDependencySelector
1500:             1             16  org.eclipse.aether.util.graph.transformer.ChainedDependencyGraphTransformer
1501:             1             16  org.eclipse.aether.util.graph.transformer.JavaDependencyContextRefiner
1502:             1             16  org.eclipse.aether.util.graph.transformer.JavaScopeDeriver
1503:             1             16  org.eclipse.aether.util.graph.transformer.JavaScopeSelector
1504:             1             16  org.eclipse.aether.util.graph.transformer.NearestVersionSelector
1505:             1             16  org.eclipse.aether.util.graph.transformer.SimpleOptionalitySelector
1506:             1             16  org.eclipse.aether.util.graph.traverser.FatArtifactTraverser
1507:             1             16  org.eclipse.aether.util.repository.DefaultAuthenticationSelector
1508:             1             16  org.eclipse.aether.util.repository.DefaultMirrorSelector
1509:             1             16  org.eclipse.aether.util.repository.DefaultProxySelector
1510:             1             16  org.eclipse.aether.util.repository.SimpleArtifactDescriptorPolicy
1511:             1             16  org.eclipse.sisu.bean.BeanScheduler$1
1512:             1             16  org.eclipse.sisu.bean.BeanScheduler$CycleActivator
1513:             1             16  org.eclipse.sisu.bean.BeanScheduler$CycleActivator$1
1514:             1             16  org.eclipse.sisu.bean.PropertyBinder$1
1515:             1             16  org.eclipse.sisu.inject.HiddenSource
1516:             1             16  org.eclipse.sisu.inject.Implementations$ClassFinder
1517:             1             16  org.eclipse.sisu.inject.ImplicitBindings
1518:             1             16  org.eclipse.sisu.inject.Logs$SLF4JSink
1519:             1             16  org.eclipse.sisu.plexus.ComponentDescriptorBeanModule$ComponentMetadata
1520:             1             16  org.eclipse.sisu.plexus.ComponentDescriptorBeanModule$PlexusDescriptorBeanSource
1521:             1             16  org.eclipse.sisu.plexus.PlexusAnnotatedBeanModule$1
1522:             1             16  org.eclipse.sisu.plexus.PlexusXmlBeanConverter
1523:             1             16  org.eclipse.sisu.space.SpaceModule$Strategy$1
1524:             1             16  org.eclipse.sisu.wire.BeanProviders
1525:             1             16  org.eclipse.sisu.wire.FileTypeConverter
1526:             1             16  org.eclipse.sisu.wire.URLTypeConverter
1527:             1             16  org.eclipse.sisu.wire.WireModule$Strategy$1
1528:             1             16  org.fusesource.jansi.Ansi$1
1529:             1             16  org.fusesource.jansi.Ansi$2
1530:             1             16  org.kohsuke.args4j.OptionHandlerRegistry
1531:             1             16  org.kohsuke.args4j.ParserProperties$1
1532:             1             16  org.mariadb.jdbc.Driver
1533:             1             16  org.mariadb.jdbc.internal.io.socket.SocketUtility$$Lambda$47/0x0000000800da74b0
1534:             1             16  org.mariadb.jdbc.internal.logging.NoLogger
1535:             1             16  org.mariadb.jdbc.internal.util.DeRegister
1536:             1             16  org.mariadb.jdbc.internal.util.pid.PidFactory$$Lambda$50/0x0000000800db5a60
1537:             1             16  org.slf4j.helpers.NOPLoggerFactory
1538:             1             16  org.slf4j.impl.MavenSimpleLoggerFactory
1539:             1             16  org.slf4j.impl.StaticLoggerBinder
1540:             1             16  org.sonatype.plexus.components.cipher.DefaultPlexusCipher
1541:             1             16  org.sonatype.plexus.components.cipher.PBECipher
1542:             1             16  sun.misc.Unsafe (jdk.unsupported@16.0.2)
1543:             1             16  sun.net.DefaultProgressMeteringPolicy (java.base@16.0.2)
1544:             1             16  sun.net.spi.DefaultProxySelector (java.base@16.0.2)
1545:             1             16  sun.net.www.protocol.file.Handler (java.base@16.0.2)
1546:             1             16  sun.net.www.protocol.jar.Handler (java.base@16.0.2)
1547:             1             16  sun.net.www.protocol.jar.JarFileFactory (java.base@16.0.2)
1548:             1             16  sun.net.www.protocol.jrt.Handler (java.base@16.0.2)
